snapshot_as_of,item_id,item_created_at,baseline_bucket,with_trends_bucket,baseline_score,with_trends_score,risk_delta,bucket_transition,trend_overlap_terms,edge_case_flags,matched_topic_signals
2024-10-05T12:00:00Z,00ed6e7c-d574-4acf-b900-7f4abeffc317,2016-02-13T03:14:42Z,low,low,19.57,19.57,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,0d03acb9-e1e9-4cbd-9061-d40ac050ebaf,2023-03-20T21:57:05Z,low,low,1.46,1.46,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,9dc5e13b-cc29-4f20-ae4a-4fa975630694,2022-05-12T04:42:53Z,low,low,11.32,11.32,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,3da944f6-cdd1-403c-8d8e-270ef1bc5e02,2021-04-01T12:57:33Z,low,low,10.43,10.43,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,867509fc-fdec-4f7a-a78e-96c9b5b51b98,2016-07-01T14:52:50Z,low,low,8.18,8.18,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,77fdafa4-db6b-4aba-918e-f62020550ec5,2018-04-15T01:36:06Z,low,low,11.4,11.4,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,cb61b3c2-5d00-4f6a-a528-072f0d0eb39b,2015-06-29T21:48:42Z,low,low,14.19,14.19,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,52fb8f82-0a3e-40ac-aaa5-4052c3c088dd,2019-01-27T21:43:02Z,medium,medium,24.61,24.61,0.0,medium->medium,[],[],[]
2024-10-05T12:00:00Z,d9449d0b-0f24-4176-b89a-63dbb4d6800d,2018-05-03T18:22:00Z,low,low,11.35,11.35,0.0,low->low,[],"[""possible_quote""]",[]
2024-10-05T12:00:00Z,b47a6740-ee6f-477e-909f-6057c8e60f08,2024-07-23T00:12:15Z,low,low,0.0,0.0,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,cb1ae94d-485e-4fd2-8ae2-a1008e353c27,2023-08-03T13:58:32Z,low,low,7.09,7.09,0.0,low->low,[],[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,d284254b-7daf-4390-a378-d69216ea754a,2023-05-05T10:11:24Z,low,low,5.34,14.94,9.6,low->low,"[""online safety""]",[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,97464533-d351-4025-b5a9-9e3de4709c67,2021-11-30T10:57:16Z,low,low,2.77,2.77,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,4371f32b-1abd-4f99-8304-f3d29bf721a2,2022-02-23T16:20:35Z,low,low,2.53,2.53,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,cc42d291-84b5-458f-97cb-7080ab5830a6,2018-01-20T00:15:46Z,low,low,6.63,6.63,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,9cee763e-e27b-42b0-9bcf-48a17f1c1a51,2017-03-30T20:57:56Z,low,low,7.44,7.44,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,c5e1305b-1edb-453b-bb3b-0337aa41b552,2019-09-15T02:36:47Z,low,low,4.98,4.98,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,1c16eda8-1d54-4756-8858-a61d005f24a8,2023-12-19T06:06:34Z,low,low,0.72,0.72,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,9ab36d7b-3875-47dc-bfa7-43d35e7dda0b,2022-05-30T13:34:33Z,low,low,2.27,2.27,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,b5861022-4dcf-47ba-a986-6e2c4f1ef139,2018-07-11T05:32:46Z,low,low,13.16,13.16,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,b3ce07ca-9af2-43a5-84d0-7203aab0526b,2017-04-14T10:56:33Z,low,low,15.4,15.4,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,b5847450-ef89-46ea-bea7-cc4278b8c39f,2017-09-30T19:56:18Z,low,low,6.93,6.93,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,15bdda15-152e-4167-9fc2-2118426e9f34,2019-03-29T11:08:24Z,low,low,10.44,10.44,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,7c08eb2c-c02e-4710-805e-5f5ec20c17b7,2016-11-09T17:02:54Z,low,low,17.82,17.82,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,5d5fdefd-e041-405f-93b9-0e5c94f5a910,2021-07-08T02:21:46Z,low,low,3.16,3.16,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,72cefd95-9a96-4531-b89d-fd3aa17036da,2019-11-23T06:44:33Z,low,low,9.79,9.79,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,d05d6b01-cb8a-4d33-bf4c-77a95f627745,2020-10-12T21:52:09Z,low,low,14.9,14.9,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,7f00519b-9e77-4d5c-986e-28c11b93b36f,2021-06-29T07:11:32Z,low,low,8.19,8.19,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,0909e31a-be92-4a1e-b35c-8246809c77ba,2019-08-23T23:03:50Z,low,low,17.04,17.04,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,5eb73bdf-3a5f-4658-b191-7c8d2f078395,2022-05-25T12:53:39Z,low,low,2.28,2.28,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,f896d990-e563-4c2e-9292-64a2ec0b8eb0,2023-08-07T17:20:29Z,low,low,6.08,6.08,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,28fd27d6-d0e8-4b34-8247-888daeddd7f7,2019-05-10T12:44:53Z,low,low,5.33,5.33,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,ffcd0211-fbba-4b46-9444-a9eb47750e18,2020-02-20T05:25:36Z,low,low,4.55,4.55,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,0e89ca9b-ba9d-4dc1-a1fa-6dbce2bc0227,2017-12-08T20:22:57Z,low,low,6.75,6.75,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,3dea4a10-42c4-48d1-803f-be041045a79a,2017-11-10T17:46:03Z,low,low,6.82,6.82,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,6cee6c32-2153-4c3b-a905-6c717e19c69b,2021-06-12T20:34:04Z,low,low,9.23,9.23,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,15e677cc-864e-43a7-89f4-f5ca2b73e486,2018-12-30T10:08:37Z,low,low,13.69,13.69,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,00b108ce-3c3c-4a3f-9cb3-4a4c5558f1c2,2024-02-27T09:16:05Z,low,low,0.52,0.52,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,87c4b935-674e-42d6-8e56-e5e456bdf354,2024-02-15T00:07:44Z,low,low,0.56,0.56,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,692089b1-995c-4550-a8ce-f1d58756e71c,2017-07-20T03:36:27Z,low,low,5.13,5.13,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,d73a9cd3-e90c-4b79-a7c8-f8969689104b,2019-11-09T12:13:15Z,low,low,4.82,4.82,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,e274d174-476a-447a-b895-7a1ba7c0a5db,2022-01-20T10:00:00Z,low,low,10.63,10.63,0.0,low->low,[],"[""possible_ambiguity"", ""possible_political_term_non_political""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,7520ba04-2aa9-40ec-a724-4f31ec9454b1,2015-11-08T13:46:00Z,low,low,15.83,15.83,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,de1f981c-a14a-4308-8e6e-a8b9e93dc471,2016-05-12T12:44:30Z,low,low,8.32,8.32,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,8668ef79-0f81-4bbd-b23d-a60d50d8042d,2020-08-13T18:59:53Z,low,low,4.06,4.06,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,ca7e9e7f-0af4-46ec-82f4-1bbacfbcf172,2018-05-17T09:04:49Z,low,low,21.31,21.31,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,17670b89-cced-47d6-811a-cd665676ec18,2022-04-24T14:26:26Z,low,low,2.37,2.37,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,410b90ba-1c1e-468c-a80d-811cd7779a8e,2019-01-30T11:17:17Z,low,low,13.6,13.6,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,67de8540-4ca2-4128-8914-c97faa70e290,2016-07-14T01:39:46Z,low,low,15.15,15.15,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,d7648a28-acb1-482e-9b6e-c2b4322d9bb1,2019-09-03T06:56:21Z,low,low,17.01,17.01,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,cb6469ce-acb7-4250-abea-9e368eb632cc,2023-07-20T13:17:00Z,low,low,1.13,1.13,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,2d63e04d-85ee-4842-8f53-69e8ac1335fe,2022-09-06T20:44:56Z,low,low,2.0,2.0,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,67041a0c-73f8-4ade-ba45-c7856c6c9493,2018-12-29T19:28:35Z,low,low,11.69,11.69,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,75b26415-2c1e-41f4-865e-25a31a6c4497,2017-01-29T12:27:00Z,low,low,7.6,7.6,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,eb1aba69-993b-4847-a8f5-ccb69b556a56,2022-03-22T17:58:41Z,low,low,12.46,12.46,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,32db2d2a-d7a8-43e6-af81-688c4f32af9b,2017-05-05T00:20:19Z,low,low,12.34,12.34,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,cea7593f-1f89-4548-9e07-e0dadf1f1c88,2019-05-16T18:09:21Z,low,low,5.31,5.31,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,e5198933-0a3b-4eb7-a46b-1d7e0fd6a6b4,2018-08-11T01:36:16Z,low,low,12.07,12.07,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,34de973e-50e5-483b-aff6-d6d2291ee0b2,2015-10-12T17:49:39Z,low,low,17.9,17.9,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,69955bb5-d5e3-446a-ad1c-e2549a1e64e6,2016-02-08T12:25:01Z,low,low,12.58,22.18,9.6,low->low,"[""online safety""]",[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,81147bd1-0436-4bca-bfed-568bad0ee46a,2018-10-18T23:35:55Z,low,low,13.88,13.88,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,839548cf-c937-4db0-924f-8d75fb9b7985,2019-05-30T13:26:43Z,low,low,16.27,16.27,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,ddd021c2-b276-4696-9326-671d44a2970c,2024-10-05T08:00:00Z,low,low,4.0,21.6,17.6,low->low,"[""online safety"", ""ai chatbots""]",[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,197227f1-c7fa-4645-bbb8-d05000e77d49,2016-03-26T18:24:48Z,low,low,21.45,21.45,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,d7d6997e-b872-4807-b3eb-686ed7153290,2024-01-10T18:22:12Z,low,low,8.65,8.65,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,19ed025b-70ca-4a6a-8538-d0e1817d83ea,2019-12-19T13:33:01Z,low,low,16.72,16.72,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,aa248381-6e2e-428a-abc3-1f800f33dca2,2016-08-13T20:13:41Z,low,low,14.07,14.07,0.0,low->low,[],[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,b0a68dcc-ac4b-47b1-a0d5-bae0314993e4,2019-10-23T18:01:10Z,low,low,4.87,4.87,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,13d9acab-03f8-474a-a1ea-e64da5c34873,2020-05-03T14:10:40Z,low,low,4.34,4.34,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,b43d653e-4b95-449e-9489-352177accb3c,2017-08-19T07:40:00Z,low,low,22.05,22.05,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,4c176cc3-c25a-4dea-a326-3c48fba105ef,2016-02-22T03:38:42Z,low,low,21.54,21.54,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,f7025db2-a717-4f28-b458-b5660795ca43,2019-11-23T06:32:40Z,low,low,4.79,4.79,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,bbfc3e46-883c-4d3d-bc8d-f237cf81acd6,2024-06-07T19:06:35Z,low,low,0.24,0.24,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,3fa0a894-daa4-42e7-bd16-e276d35d30f5,2020-02-15T06:55:19Z,low,low,4.56,4.56,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,da08b0b7-9b16-48cb-8dd4-3dc93cd5267d,2019-01-18T21:49:25Z,low,low,10.63,10.63,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,a9f55695-1aff-4a9d-83fa-ee2646dd9383,2017-12-26T11:41:53Z,low,low,11.7,11.7,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,f3315e01-a3b5-4313-97f0-7c754f432e90,2021-10-24T07:46:04Z,low,low,0.87,0.87,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,e2bbda0e-923f-4c64-ba28-07108d522dd8,2020-12-07T09:17:59Z,low,low,16.75,16.75,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,6ac057d3-d2b6-4006-8767-65c0dd4d1ce7,2024-08-17T13:27:07Z,low,low,0.0,0.0,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,d25720cf-e502-4320-9bd2-25dd5d73e22a,2022-01-11T19:56:42Z,low,low,0.65,0.65,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,36efc4fd-ffef-4bf2-9ff0-fb29f627f2bb,2022-02-09T15:31:29Z,low,low,10.57,10.57,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,243e16a0-c1cb-4bcd-ae32-50a650545070,2020-05-21T15:56:02Z,low,low,4.29,4.29,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,c71c8366-5b76-4153-83d0-1a889a4bbfdd,2018-04-08T01:53:45Z,low,low,13.42,13.42,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,1be5b31c-59b2-4cc2-bd65-97a224bb45e9,2015-04-24T06:44:06Z,low,low,14.38,14.38,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,7e08380a-70de-4375-afda-7ca31ae4b44f,2016-02-14T02:10:00Z,low,low,21.56,21.56,0.0,low->low,[],"[""possible_ambiguity"", ""possible_political_term_non_political""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,8a763f2d-88e7-4150-ae04-d6769cb69d6a,2019-11-06T20:24:02Z,low,low,20.83,20.83,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,e3392008-d3a7-4d2e-a246-7c7fca8d76d9,2020-04-05T20:46:31Z,low,low,13.42,13.42,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,ee01c338-8d5b-476f-bc14-7cd0d9127c87,2019-06-12T03:14:01Z,medium,medium,25.24,25.24,0.0,medium->medium,[],[],"[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,38ba69e4-8640-458e-9422-5b44048d3c88,2020-05-31T01:53:35Z,low,low,4.27,4.27,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,443c935f-6659-4dae-b102-b0d54f0fd17e,2017-08-08T15:41:37Z,low,low,5.08,5.08,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,a90ea5e5-9e51-4f24-bc1c-107eb2193bfe,2018-11-24T06:07:27Z,low,low,13.79,13.79,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,88a3920c-b9e2-4e11-9aca-07b76bd9cadc,2021-09-17T19:13:24Z,low,low,9.97,9.97,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,43da8e5a-1a92-4e87-947b-29ac6c3426c5,2019-05-01T03:24:38Z,low,low,14.35,14.35,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,4000d028-eb5a-4a31-bb36-d8f304bf0b03,2022-11-12T09:14:22Z,low,low,3.22,3.22,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,3551a28a-f089-4e25-bb6a-a06a6e3b8130,2019-11-29T08:43:51Z,low,low,6.18,6.18,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,a6604602-7a65-4bb8-8022-a5a3f45bc82b,2019-03-26T02:19:12Z,low,low,6.86,6.86,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,febce85b-54ef-4eeb-b817-d6f7de2f04d6,2021-09-01T15:00:00Z,low,low,21.17,21.17,0.0,low->low,[],"[""possible_quote""]",[]
2026-03-02T12:00:00Z,91380437-5ac7-49a0-87d6-1c67c2006919,2025-09-03T21:20:07Z,low,low,8.41,8.41,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,bf40b757-8ca7-4d2e-80ae-c092a045ced7,2019-11-13T19:56:57Z,low,low,6.22,6.22,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,2a531c41-44eb-45e6-9764-d1e5007fd8fc,2023-08-21T14:58:43Z,low,low,9.45,9.45,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,04623467-4fba-4494-8bc0-1efdb47c2f36,2018-05-21T21:39:46Z,low,low,14.7,14.7,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,3207077c-bfb7-4c19-856b-04d64fbb30a3,2025-02-26T01:36:49Z,low,low,20.93,20.93,0.0,low->low,[],[],"[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,8750b49f-925d-4fff-89c1-7b33915b166e,2019-09-23T15:10:41Z,low,low,18.36,18.36,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,d4d77c85-0c78-44c4-a9b8-d0945aac4045,2022-08-07T23:53:13Z,low,low,1.48,1.48,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,54a7329b-aaad-46e5-9412-a52afc379647,2025-12-11T13:54:58Z,low,low,12.14,12.14,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,6a986d52-2927-4feb-81e9-21fcc9b051d0,2018-11-30T21:44:31Z,low,low,17.17,17.17,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,7db374ac-bec3-488e-9c7b-e5db2c20575f,2023-11-02T00:30:25Z,low,low,2.25,2.25,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,8175a289-d806-4255-8bb4-b4b8db5378ff,2024-10-02T23:33:31Z,low,low,1.33,1.33,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,5145de2c-2ea8-40d9-88bd-7c9ddefcbc46,2018-08-08T05:04:11Z,low,low,7.49,7.49,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,69cce3a2-333e-47a1-abcd-815a381b918a,2021-04-21T09:25:59Z,low,low,10.78,20.38,9.6,low->low,"[""age verification""]",[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,affd5b13-dbe4-4472-b088-42e3ccdf0a0a,2025-01-03T14:57:16Z,low,low,1.07,1.07,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,53ab103b-7804-46fa-bc41-148089f1545d,2015-08-20T05:28:29Z,low,low,18.0,18.0,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,7c6c450f-23b2-43f1-97e0-096993066a6f,2019-03-02T09:33:58Z,low,low,11.92,11.92,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,16e94edd-8a70-4a2c-b067-7b962cd4b53c,2015-07-16T04:08:08Z,low,low,18.0,18.0,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,9ac8102b-3b7a-4c06-b202-c6f4b9da6c96,2016-08-01T05:07:17Z,low,low,22.51,22.51,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,be28ef36-d924-470e-8bb2-333f6bb59601,2017-08-24T17:45:26Z,low,low,15.44,15.44,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,63e90509-e840-463f-ad75-565a860624d8,2024-01-24T08:43:47Z,low,low,9.02,9.02,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,6ff25002-27b8-4a8e-98c9-651da9c66147,2017-08-18T04:07:29Z,low,low,6.46,6.46,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,8457b309-d2ad-4c2f-be3c-937f2e8d5bda,2019-08-11T09:59:08Z,medium,medium,26.48,26.48,0.0,medium->medium,[],[],"[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,8fff6c89-cf5c-4601-a3f0-39842bf44409,2025-12-22T21:39:43Z,low,low,0.11,0.11,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,8d2e09dd-ba9b-4b2f-82a4-14c8d89152ea,2025-10-01T19:57:05Z,low,low,0.33,0.33,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,d4c7630c-99ad-42de-b5fc-caafc8ff1bde,2021-07-18T09:36:52Z,low,low,2.54,2.54,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,c4f9a7c3-ed09-44ff-861b-ebff41bc3c7e,2018-03-25T14:06:46Z,low,low,12.86,12.86,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,857a7c16-24ab-4b45-af02-94f864b69fc6,2024-06-05T09:07:47Z,low,low,1.66,1.66,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,6d2c4cb7-7df6-4dce-9818-c55fb72c5aa9,2020-11-20T02:42:06Z,low,low,5.2,5.2,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,7e44dc70-46df-45aa-8553-73da60401466,2023-08-22T12:52:28Z,low,low,12.44,12.44,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,6c113c75-47d7-4837-a448-0aa5c9b75ae2,2021-03-30T03:32:33Z,low,low,11.84,11.84,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,cfe8f684-65d1-4425-92fd-9f7c914ed47a,2016-12-14T04:40:56Z,low,low,17.14,17.14,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,d58a03b2-5742-428f-8ddc-d0da78733bcc,2023-08-19T08:17:38Z,low,low,22.45,22.45,0.0,low->low,[],[],"[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,4f1cd519-0c08-4899-95a3-0f28a47b44ac,2018-05-25T02:27:26Z,low,low,18.69,18.69,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,8a755cf3-ae1d-4664-8d5e-7d5295160a67,2023-09-12T07:47:29Z,low,low,2.39,2.39,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,7a2ac75d-bd21-4dd2-9436-bc746cc8be8c,2015-11-16T05:51:07Z,medium,medium,29.0,29.0,0.0,medium->medium,[],[],[]
2026-03-02T12:00:00Z,4ce34a4e-7bee-4019-bd30-9d2faa7ddac6,2019-10-17T20:50:44Z,low,low,6.29,6.29,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,16c0ccbc-8884-44bc-a0b9-ff2fe77fc065,2025-11-29T20:30:49Z,low,low,0.17,0.17,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,3d865d1b-73d8-415b-9fcc-ad24f66e60b1,2025-05-16T02:45:02Z,low,low,5.71,5.71,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,eb9a7bfa-998f-436f-84ec-b8674f1e5373,2023-08-19T11:33:37Z,low,low,10.45,10.45,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
